,character_name,character_url,lotr_name,titles,birth,death,race,hair,culture,actor,other names,realms,weapon,rule,spouse,voice,height,children,eyes,gender,parentage,siblings,age,name,lifespan,languages,distinctions,members,purpose,formed,dissolved,also known as,dominions,skin color,realm,title,founder(s),type,revenue,employees
285,Haldir_(Lorien),b'https://lotr.fandom.com/wiki/Haldir_(Lorien)',Haldir (Lorien),marchwarden of lothlórien,,,elves,golden[1],"nandor (silvan elves), galadhrim",craig parker,,,,,,,,,,,,rumil and orophin,,,,,,,,,,,,,,,,,,
286,Oropher,b'https://lotr.fandom.com/wiki/Oropher',Oropher,lord of northern mirkwoodking of the silvan elvesking of the woodland realm,first age,sa 3434,elves,,sindar (elves of doriath),,,woodland realm,,early second age,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
287,R%C3%BAmil_(Noldo),b'https://lotr.fandom.com/wiki/R%C3%BAmil_(Noldo)',Rúmil,,,,elves,,"ñoldor,lambengolmor",,"rúmil of tirion,rúmil of túna",,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
288,Amd%C3%ADr,b'https://lotr.fandom.com/wiki/Amd%C3%ADr',Amdír,king of lórien,years of the trees or first age,sa 3434,elves,,"sindar, elves of doriath, galadhrim",,malgalad[1],lórien,,,unnamed wife,,,,,,,,,,,,,,,,,,,,,,,,,
289,Pengolodh,b'https://lotr.fandom.com/wiki/Pengolodh',Pengolodh,sage of the ñoldor,,,elves,,"ñoldor, gondolindrim",,"quendingoldo, pengolod, pengolod the sage and pengolod the wise",,,,,,tallest of the elves of gondolin,,,male,,,,,,,,,,,,,,,,,,,,
290,Elmo,b'https://lotr.fandom.com/wiki/Elmo',Elmo,unknown,years of the trees? before yt 1050,unknown,elves,,sindar (house of elmo),,,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
291,Galathil,b'https://lotr.fandom.com/wiki/Galathil',Galathil,,,,elves,,sindar (elves of doriath),,,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
292,Nimloth_(elf),b'https://lotr.fandom.com/wiki/Nimloth_(elf)',Nimloth,queen of doriath,"unknown, possibly sometime during the years of the trees",fa 506[1],elves,,"sindar (house of elmo), elves of doriath",,lady lindis[1],doriath,,fa 502[1],dior eluchíl,,,,,female,,,,,,,,,,,,,,,,,,,,
293,Inzilb%C3%AAth,b'https://lotr.fandom.com/wiki/Inzilb%C3%AAth',Inzilbêth,queen of númenór,late second age ?,unknown,men,,"númenóreans (house of elros), the faithful",,,,,,ar-gimilzôr,,,,,female,,,,,,,,,,,,,,,,,,,,
294,Kham%C3%BBl,b'https://lotr.fandom.com/wiki/Kham%C3%BBl',Khamûl,"lord of the nazgûl, lord of rhûn",second age,ta 3019,men (originally),,"nazgûl (ringwraiths), formerly easterlings",,"shadow of the east, the black easterling, khamûl the easterling","rhûn, dol guldur (under overlordship of sauron)","sword, morgul-blade",,,"andy serkis, daran norris (game)",,,,male,,,,,,,,,,,,,,,,,,,,
295,Kh%C3%AEm,b'https://lotr.fandom.com/wiki/Kh%C3%AEm',Khîm,,first age,fa 486,dwarves,,petty-dwarves,,,,,,unknown,,,,,male,,,,,,,,,,,,,,,,,,,,
296,Gorlim,b'https://lotr.fandom.com/wiki/Gorlim',Gorlim,,late first age,fa 460[1],"men, later wraith",,edain (house of bëor)men of dorthonion (ladros),,gorlim the unhappy,,presumably a sword and a bow,,eilinel,,,,,male,,,,,,,,,,,,,,,,,,,,
297,Lalaith,b'https://lotr.fandom.com/wiki/Lalaith',Lalaith,,fa 466[2],fa 469[3],men,blonde,"edain (house of hador), men of dor-lómin",,urwen[1],,,,,,,,,female,,,,,,,,,,,,,,,,,,,,
298,L%C3%A9od,b'https://lotr.fandom.com/wiki/L%C3%A9od',Léod,lord of the éothéod,ta 2459[1],ta 2501[1],men,,éothéod,,,,,,unnamed wife,,,,,,,,,,,,,,,,,,,,,,,,,
299,Man_in_the_Moon,b'https://lotr.fandom.com/wiki/Man_in_the_Moon',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Sharku,b'https://lotr.fandom.com/wiki/Sharku',Sharku,,,,orcs,,orcs of isengard,jed brophy[1],,,orc scimitar,,,,,,,male,,,,sharku,about sa 1400 - ta 3019,,,,,,,,,,,,,,,
301,Nahar,b'https://lotr.fandom.com/wiki/Nahar',Nahar,horse of oromë,,,horse,,,,,,powers of the valar,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Beechbone,b'https://lotr.fandom.com/wiki/Beechbone',Beechbone,,unknown,"march 3, 3019",ents,,ents of fangorn forest,,,,,,,,very tall,,,male,,,,,,,,,,,,,,,,,,,,
303,Finglas,b'https://lotr.fandom.com/wiki/Finglas',Finglas,,,,ent,,,,leaflock,fangorn forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Fladrif,b'https://lotr.fandom.com/wiki/Fladrif',Fladrif,,,,ents,,ents of fangorn forest,,skinbark,,boulder (film only),,,,,,,male,,,,,,,,,,,,,,,,,,,,
305,Ailinel,b'https://lotr.fandom.com/wiki/Ailinel',Ailinel,,between sa 700 and sa 750,early second age?,men,,númenóreans (house of elros),,,,,,orchaldor,,,,,female,,,,,,,,,,,,,,,,,,,,
306,Tar-Alcarin,b'https://lotr.fandom.com/wiki/Tar-Alcarin',Tar-Alcarin,king of númenor,sa 2406[1],sa 2737[1],men,,númenóreans (house of elros)king's men,,,númenor,aranrúth,"sa 2637 (by legal right only), sa 2657 (by legal right and undisputed)",unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
307,Amrothos,b'https://lotr.fandom.com/wiki/Amrothos',Amrothos,,ta 2994[1],unknown,men,,"dúnedain, men of gondor (house of dol amroth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Carcharoth,b'https://lotr.fandom.com/wiki/Carcharoth',Carcharoth,,first age,fa 466,werewolves,,werewolves (children of draugluin),,"karkaras knife-fang[1], the red maw, anfarguil, the jaws of thirst",angband (under the stewardship of melkor),,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Herucalmo,b'https://lotr.fandom.com/wiki/Herucalmo',Herucalmo,"regent of númenor, ruler of númenor (illegally)",sa 2286,sa 2657,men,,númenóreans (king's men) ?,,tar-anducal,,aranrúth,,tar-vanimeldë,,,,,male,,,,,,,,,,,,,,,,,,,,
310,Draugluin,b'https://lotr.fandom.com/wiki/Draugluin',Draugluin,,,fa 465,werewolves,,wolves of angband,,drauglir,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
311,Borondir,b'https://lotr.fandom.com/wiki/Borondir',Borondir,,late third age ?,"april 15, 2510",men,,men of gondor,,borondir udalraph,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
312,Gwaihir,b'https://lotr.fandom.com/wiki/Gwaihir',Gwaihir,,unknown,,great eagles,,eagles of valinor,,"the windlord, gwaihir the windlord",,,,,,,,gold,male,,,,,,,,,,,,,,,,,,,,
313,Ib%C3%BBn,b'https://lotr.fandom.com/wiki/Ib%C3%BBn',Ibûn,,first age,"unknown, possibly fa 489",dwarves,,petty-dwarves,,,,,,unknown.,,,,,male,,,,,,,,,,,,,,,,,,,,
314,Hareth,b'https://lotr.fandom.com/wiki/Hareth',Hareth,,fa 419,unknown,men,,edain (house of haleth),,,,,,galdor,,,,,female,,,,,,,,,,,,,,,,,,,,
315,Ber%C3%BAthiel,b'https://lotr.fandom.com/wiki/Ber%C3%BAthiel',Queen Berúthiel,queen of gondor,early  third age ?,unknown,men,,dúnedain (black númenórean)men of gondor,,,gondor,,early third age?,tarannon falastur,,,,,female,,,,,,,,,,,,,,,,,,,,
316,Olog-hai,b'https://lotr.fandom.com/wiki/Olog-hai',Olog-hai,,,,,,,,,,,,,,taller than a man (books)about 10 - 15 feet or 3.5 - 5 meters tall (lord of the rings films)about 25 - 30 feet or 7 - 10 meters tall (the hobbit films),,,,,,,olog-hai,,black speech,"tall, muscular, powerful, intelligent, destructive",,,,,,"mordor, dol guldur (films only), mount gundabad (films only)",varying shades of grey and tan,,,,,,
317,Emeldir,b'https://lotr.fandom.com/wiki/Emeldir',Emeldir,,fa 406[1],unknown,men,,"edain (house of bëor)men of dorthonion, later men of brethil",,emeldir the manhearted,,,,barahir,,,,,female,,,,,,,,,,,,,,,,,,,,
318,Aratan,b'https://lotr.fandom.com/wiki/Aratan',Aratan,,sa 3339[1],ta 2[2],men,,dúnedain (house of isildur),,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,
319,Ciryon,b'https://lotr.fandom.com/wiki/Ciryon',Ciryon,,sa 3379[1],ta 2[2],men,,dúnedain (house of isildur),,,,,,none,,,,,male,,,,,,,,,,,,,,,,,,,,
320,Gothmog_(Balrog),b'https://lotr.fandom.com/wiki/Gothmog_(Balrog)',Gothmog,"lord of balrogs, high captain of angband[1]",before the creation of arda,immortal[2],maiar/balrog,,valaraukar (balrogs of morgoth),,,,"fiery whip, large black axe",,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Ecthelion_of_the_Fountain,b'https://lotr.fandom.com/wiki/Ecthelion_of_the_Fountain',Ecthelion,"lord of the house of the fountain, warden of the great gate","unknown, possibly yt",fa 510,elves,dark,"ñoldor, gondolindrim (house of the fountain)",,"ecthelion of the fountain, bane of gothmog","gondolin, nevrast and possibly tirion","elven sword, presumably orcrist",fa 116 - fa 510,unknown,,tall,,,male,,,,,,,,,,,,,,,,,,,,
322,Belemir,b'https://lotr.fandom.com/wiki/Belemir',Belemir,,fa 339,unknown,men,,edain (house of bëor),,,,,,adanel,,,,,male,,,,,,,,,,,,,,,,,,,,
323,Bergil,b'https://lotr.fandom.com/wiki/Bergil',Bergil,,ta 3009,unknown,men,,men of gondor (house of baranor),,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
324,Ohtar,b'https://lotr.fandom.com/wiki/Ohtar',Ohtar,esquire of isildur,late second age ?,unknown,men,,dúnedain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Orophin,b'https://lotr.fandom.com/wiki/Orophin',Orophin,,,,elves,,"silvan elves, galadhrim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Gl%C3%B3redhel,b'https://lotr.fandom.com/wiki/Gl%C3%B3redhel',Glóredhel,,fa 415[1],fa 472,men,golden,edain (house of hador),,,,,,haldir,,,,,female,,,,,,,,,,,,,,,,,,,,
327,Gwindor,b'https://lotr.fandom.com/wiki/Gwindor',Gwindor,prince of nargothrond,"unknown, possibly during the first age ?",fa 495,elves,became grey in captivity[1],"ñoldor, elves of nargothrond",,,,sword,,"none, betrothed to finduilas",,,,,,,,,,,,,,,,,,,,,,,,,
328,Soronto,b'https://lotr.fandom.com/wiki/Soronto',Soronto,,sa 799,early second age ?,men,,númenoreans (house of elros),,,,,,none,,,,,male,,,,,,,,,,,,,,,,,,,,
329,Bill_Ferny,b'https://lotr.fandom.com/wiki/Bill_Ferny',Bill Ferny,,late third age,,men,,men of bree,dallas barnett (tcg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Landroval,b'https://lotr.fandom.com/wiki/Landroval',Landroval,,possibly first age,unknown,eagle,,great eagles (eagles of valinor),,,,"claws, beak",,,,,,,male,,,,,,,,,,,,,,,,,,,,
331,Damrod,b'https://lotr.fandom.com/wiki/Damrod',Damrod,,late third age ?,ta 3019,men,dark,"dúnedain, men of gondor",alistair browning (lotr tcg),,,presumably a bow and sword,,,,,,grey,,,,,,,,,,,,,,,,,,,,,
332,Sandyman,b'https://lotr.fandom.com/wiki/Sandyman',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Elboron,b'https://lotr.fandom.com/wiki/Elboron',Elboron,"prince of ithilien, lord of emyn arnen, steward of gondor",,,men,,men of gondor (house of húrin),,,"ithilien/emyn arnen, gondor",,fo 82,,,,,,male,faramir and éowyn,,,,,,,,,,,,,,,,,,,
334,Ro%C3%A4c,b'https://lotr.fandom.com/wiki/Ro%C3%A4c',Roäc,king of the ravens,ta 2788,ta 2981,raven,,ravens of ravenhill,,,ravenhill,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
335,Thuringwethil,b'https://lotr.fandom.com/wiki/Thuringwethil',Thuringwethil,,before the creation of eä,fa 465,ainur,,maiar (vampire),,,,powers of the maiar,,,,,,,female,,,,,,,,,,,,,,,,,,,,
336,Madril,b'https://lotr.fandom.com/wiki/Madril',Madril,,,,men,,men of gondor,john bach,,,sword and bow,,,,,,,male,,,,madril,"late third age ? - march, 3019",,,,,,,,,,,,,,,
337,D%C3%ADnendal,b'https://lotr.fandom.com/wiki/D%C3%ADnendal',Dínendal,,,,elf,,"silvan elves, galadhrim (wood-elves of lothlórien)",jonathan harding,,,elven bow,,,,,,,male,,,,dínendal,unknown,,,,,,,,,,lothlórien,,,,,
338,M%C3%BBmakil_Mah%C3%BBd,b'https://lotr.fandom.com/wiki/M%C3%BBmakil_Mah%C3%BBd',The Mûmakil Mahûd,,,,men,,haradrim,shane rangi,,,,,,,,,,male,,,,the mûmakil mahûd,"unknown - march 15, 3019",,,,,,,haradrim leader,,,,,,,,
339,Guritz,b'https://lotr.fandom.com/wiki/Guritz',Guritz,,,,orc,,morannon orcs,joel tobeck,,,scythe,,,craig parker,,,,male,,,,guritz,"ta 3019 - march, 3019",,,,,,,,,,,,,,,
340,Haleth_(Son_of_H%C3%A1ma),b'https://lotr.fandom.com/wiki/Haleth_(Son_of_H%C3%A1ma)',Haleth (Son of Háma),,,,men,,rohirrim,callum grittins,,,sword,,,,,,,male,,,,,early third age - unknown,,,,,,,,,,rohan,,,,,
341,Iorlas,b'https://lotr.fandom.com/wiki/Iorlas',Iorlas,,b. ta 2990,early-fourth age,men,,man of gondor,,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
342,Isembard_Took,b'https://lotr.fandom.com/wiki/Isembard_Took',Isembard Took,,ta 2847 (sr 1247),ta 2946 (sr 1346,hobbits,,shire-hobbits,,,,"unknown, hammer/wrench (video-game)",,unknown,,,,,male,,,,,,,,,,,,,,,,,,,,
343,Elbereth,b'https://lotr.fandom.com/wiki/Elbereth',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Pervinca_Took,b'https://lotr.fandom.com/wiki/Pervinca_Took',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Hildigrim_Took,b'https://lotr.fandom.com/wiki/Hildigrim_Took',Hildigrim Took,,sr 1240,sr 1341 (aged 101),hobbits,,hobbits of the shire (took family),,,,,,rosa baggins,,,,,male,,,,,,,,,,,,,,,,,,,,
346,Gorbadoc_Brandybuck,b'https://lotr.fandom.com/wiki/Gorbadoc_Brandybuck',Gorbadoc Brandybuck,master of buckland,ta 2860 (sr 1260),ta 2963 (sr 1363),hobbits,,shire-hobbits (brandybuck),,broadbelt,buckland,,ta 2910 - ta 2963,mirabella (took) brandybuck,,,,,male,,,,,,,,,,,,,,,,,,,,
347,Elendur_of_Arnor,b'https://lotr.fandom.com/wiki/Elendur_of_Arnor',Elendur,king of arnor,ta 552[1],ta 777[1],men,,dúnedain of the north (house of isildur),,,arnor,king's sword,ta 652,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
348,E%C3%A4rendur_of_Arnor,b'https://lotr.fandom.com/wiki/E%C3%A4rendur_of_Arnor',Eärendur,king of arnor,ta 640[1],ta 861[2],,,dúnedain of the north (house of isildur),,,,king's sword,ta 777,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
349,Tevildo,b'https://lotr.fandom.com/wiki/Tevildo',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Eilinel,b'https://lotr.fandom.com/wiki/Eilinel',Eilinel,,mid first age ?,between fa 455 - fa 460[1],men,,edain,,,,,,gorlim,,,,,female,,,,,,,,,,,,,,,,,,,,
351,Hugin,b'https://lotr.fandom.com/wiki/Hugin',Hugin,,,,men,,men of lake-town,ralph johnson,,,unknown,,,,,,,male,,,,hugin,,,,,,,,,,,lake-town,,,,,
352,Ivorwen,b'https://lotr.fandom.com/wiki/Ivorwen',Ivorwen,,ta 2857,before ta 3007,men,brown (film),dúnedain of the north,,,,,,dírhael,,,,green (film),female,,,,,,,,,,,,,,,,,,,,
353,Hild,b'https://lotr.fandom.com/wiki/Hild',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Saeros,b'https://lotr.fandom.com/wiki/Saeros',Saeros,high councilor of doriath,yt ?,fa 484[1],elves,,nandor (elves of doriath),,,,,,unknown,,,,,male,,,,,,,,,,,,,,,,,,,,
355,Gilmith,b'https://lotr.fandom.com/wiki/Gilmith',Gilmith,,c. ta 2000[1],unknown,half-elven,,"dúnedain of gondor,silvan elves",,,,,,,,,,,female,,,,,,,,,,,,,,,,,,,,
356,Zam%C3%AEn,b'https://lotr.fandom.com/wiki/Zam%C3%AEn',Zamîn,,early second age ?,early second age ?,men,white or grey,númenóreans,,,,none,,unknown,,,,,female,,,,,,,,,,,,,,,,,,,,
357,Gimilkh%C3%A2d,b'https://lotr.fandom.com/wiki/Gimilkh%C3%A2d',Gimilkhâd,head of the king's men,sa 3044[1],sa 3243[1],men,,"númenórean (house of elros), king's men",,,,,,unnamed wife,,,,,,,,,,,,,,,,,,,,,,,,,
358,Gimilzagar,b'https://lotr.fandom.com/wiki/Gimilzagar',Gimilzagar,,sa 2630[1],,men,,númenóreans (house of elros),,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
359,Ausir_(child),b'https://lotr.fandom.com/wiki/Ausir_(child)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Filibert_Bolger,b'https://lotr.fandom.com/wiki/Filibert_Bolger',Filibert Bolger,,ta 2942 (sr 1342),fo 22 (sr 1443),hobbits,brown (movie),shire-hobbits (bolger family),,,,,,poppy chubb-baggins,,,,,male,,,,,,,,,,,,,,,,,,,,
361,May_Gamgee,b'https://lotr.fandom.com/wiki/May_Gamgee',May Gamgee,,ta 2976 (sr 1376),,hobbits,,,,,,,,,,,,,female,,,,,,,,,,,,,,,,,,,,
362,Haldad,b'https://lotr.fandom.com/wiki/Haldad',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Haldar,b'https://lotr.fandom.com/wiki/Haldar',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Herumor,b'https://lotr.fandom.com/wiki/Herumor',Herumor,,second age,,men,,dunedain (black númenórean),,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
365,Fuinur,b'https://lotr.fandom.com/wiki/Fuinur',Fuinur,,second age,,men,,dunedain (black númenórean),,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
366,Meneldor,b'https://lotr.fandom.com/wiki/Meneldor',Meneldor,,,,eagles,,great eagles,,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
367,"Tom,_Bert,_and_William","b'https://lotr.fandom.com/wiki/Tom,_Bert,_and_William'","Tom, Bert, and William",cook (bert),third age or before,ta 2941,stone-trolls,none,,(tom) william kircher (bert) mark hadlow (william) peter hambleton,,,"filleting knife, troll knife",,,,about 13' [citation needed],,,,,,,,,,,,,,,,,,,,,,,
368,Andr%C3%B3g,b'https://lotr.fandom.com/wiki/Andr%C3%B3g',Andróg,,fa 440,fa 489,men,,"edain, men of dor-lómin",,,,"bow, sword",,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
369,%C3%89othain_(film_character),b'https://lotr.fandom.com/wiki/%C3%89othain_(film_character)',Éothain,,,,men,,rohirrim,sam comery,,,,,,,,,,male,,,,éothain,,,,,,,,,,,,,,,,
370,Sador,b'https://lotr.fandom.com/wiki/Sador',Sador,,c. fa 430[1],fa 495[1],men,,edain (house of hador),,"onefoot, ladabal",,sword,,,,,,,male,,,,,,,,,,,,,,,,,,,,
371,Brodda,b'https://lotr.fandom.com/wiki/Brodda',Brodda,,,first age,men,,easterlings,,brodda the easterling,dor-lómin,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
372,Vorondil,b'https://lotr.fandom.com/wiki/Vorondil',Vorondil,steward to the king of gondor,ta 1919[1],ta 2029[2],men,,men of gondor (house of húrin),,the hunter,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
373,Adrahil_II,b'https://lotr.fandom.com/wiki/Adrahil_II',Adrahil II,prince of dol amroth,ta 2917[1],ta 3010[1],men,,"dúnedain (house of dol amroth),  men of gondor",,,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
374,Fr%C3%A9awine,b'https://lotr.fandom.com/wiki/Fr%C3%A9awine',Fréawine,,ta 2594[1],ta 2680[1],men,,rohirrim (house of eorl),,,rohan,,ta 2659,,,,,,male,,,,,,,,,,,,,,,,,,,,
375,Aerin,b'https://lotr.fandom.com/wiki/Aerin',Aerin,,mid first age ?,fa 495,men,,"edain (house of hador), men of dor-lómin",,lady aerin,,,,brodda,,,,,female,,,,,,,,,,,,,,,,,,,,
376,%C3%89omund,b'https://lotr.fandom.com/wiki/%C3%89omund',Éomund,the chief marshal of the mark of rohan,ta 2961,ta 3002 (aged 41),men,,rohirrim,,,,,,théodwyn,,,,,male,,,,,,,,,,,,,,,,,,,,
377,Marhwini,b'https://lotr.fandom.com/wiki/Marhwini',Marhwini,lord of the northmen,,,men,,northmen,,,rhovanionvales of anduin,,from ta 1856,,,,forthwini,,male,marhari,,,,,,,,,,,,,,,,,,,
378,Daeron,b'https://lotr.fandom.com/wiki/Daeron',Daeron,loremaster and minstrel of doriath,yt ?,unknown,elves,dark ?,"sindar, elves of doriath, lambengolmor",,dairon,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,
379,Aranw%C3%AB,b'https://lotr.fandom.com/wiki/Aranw%C3%AB',Aranwë,,,,elves,,"ñoldor (house of fingolfin), gondolindrim",,,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
380,Bladorthin,b'https://lotr.fandom.com/wiki/Bladorthin',Bladorthin,king of an unspecified location,,before ta 2941,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Nellas,b'https://lotr.fandom.com/wiki/Nellas',Nellas,,unknown,unknown,elves,,sindar-elves ?. elves of doriath,,,,,,none,,,,,female,,,,,,,,,,,,,,,,,,,,
382,Ingwion,b'https://lotr.fandom.com/wiki/Ingwion',Ingwion,prince of the vanyar,? y. t.,immortal,elves,golden,vanyar,,"ingil, ingwiel (tbolt i)",valinor,spear,,unknown,,tall,,,male,ingwë and his unnamed wife,,,,,,,,,,,,,,,,,,,
383,D%C3%ADrhael,b'https://lotr.fandom.com/wiki/D%C3%ADrhael',Dírhael,,ta 2838,before ta 3007,men,brown (film),"dúnedain of the north (house of isildur), rangers of the north",,,,,,ivorwen,,,,brown (film),male,,,,,,,,,,,,,,,,,,,,
384,Borlas,b'https://lotr.fandom.com/wiki/Borlas',Borlas,,late third age or early fourth age,unknown,men,,men of gondor,billy jackson,,reunited kingdom (arnor and gondor),,,unnamed wife,,,"unamed daughter, berelach",,male,beregond (captain),bergil,,,,,,,,,,,,,,,,,,
385,Aglahad,b'https://lotr.fandom.com/wiki/Aglahad',Aglahad,prince of dol amroth,ta 2827[1],ta 2932[2],men,,"dúnedain, men of gondor (house of dol amroth)",,,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
386,Angelimir,b'https://lotr.fandom.com/wiki/Angelimir',Angelimir,,ta 2866[1],ta 2977[1],men,,"dúnedain (house of dol amroth), men of gondor",,,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
387,Elphir,b'https://lotr.fandom.com/wiki/Elphir',Elphir,prince of dol amroth,ta 2987[1],fo 67[1] (aged 101),men,,"dúnedain, men of gondor (house of dol amroth)",,,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
388,Freda,b'https://lotr.fandom.com/wiki/Freda',Freda,,,,men,,rohirrim,olivia tennet,,,,,,,,,,female,,,,freda,unknown,,,,,,,,,,,,,,,
389,Eldal%C3%B3t%C3%AB,b'https://lotr.fandom.com/wiki/Eldal%C3%B3t%C3%AB',Eldalótë,unknown,yt ?,unknown,elves,,ñoldor (house of finwë),,edhellos and eðellos,,,,angrod,,,,,female,,,,,,,,,,,,,,,,,,,,
390,Ciryatur,b'https://lotr.fandom.com/wiki/Ciryatur',Ciryatur,general of númenór and admiral of the númenórean navy,mid second age ?,after sa 1700,men,black,númenóreans,,kiriatur,,sword,,unknown,,tall,,blue,male,,,,,,,,,,,,,,,,,,,,
391,Almarian,b'https://lotr.fandom.com/wiki/Almarian',Almarian,queen of númenor,,,men,,númenórean,,,númenor,,,tar-meneldur,,,,,female,,,,,,,,,,,,,,,,,,,,
392,V%C3%ABantur,b'https://lotr.fandom.com/wiki/V%C3%ABantur',Vëantur,captain of the king's ships,sa 425,early second age ?,men,,númenóreans,,,,unknown,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
393,Dorlas,b'https://lotr.fandom.com/wiki/Dorlas',Dorlas,,late first age ?,fa 499,men,,"edain (house of haleth), men of brethil",,,,,,unknown,,,,,males,,,,,,,,,,,,,,,,,,,,
394,Hunthor,b'https://lotr.fandom.com/wiki/Hunthor',Hunthor,,late fa ?,fa 499,men,,edain (house of haleth),,,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
395,Asgon,b'https://lotr.fandom.com/wiki/Asgon',Asgon,,,,men,,edain,,asgorn,"dor-lómin, ered wethrin",,,,,,,,male,,,,,,,,,,,,,,,,,,,,
396,Andv%C3%ADr,b'https://lotr.fandom.com/wiki/Andv%C3%ADr',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Enerdhil,b'https://lotr.fandom.com/wiki/Enerdhil',Enerdhil,,"unknown, possibly in the first age",unknown,elves,,"ñoldor, gondolindrim",,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
398,Ulrad,b'https://lotr.fandom.com/wiki/Ulrad',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Elemmakil,b'https://lotr.fandom.com/wiki/Elemmakil',Elemmakil,captain of the guard of the outer gate,unknown,fa 510[1](presumably),elves,,ñoldorgondolindrim,,,,,,unknown,,,,,male,,,,,,,,,,,,,,,,,,,,
400,Mablung_the_Ranger,b'https://lotr.fandom.com/wiki/Mablung_the_Ranger',Mablung,,late third age ?,unknown,men,dark,men of gondor,,,,bow and sword,,,,tall,,,,,,,,,,,,,,,,,,,,,,,
401,Annael,b'https://lotr.fandom.com/wiki/Annael',Annael,,,,elves,,"sindar, elves of mithrim",,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
402,Arciryas,b'https://lotr.fandom.com/wiki/Arciryas',Arciryas,,after ta 1684[1],unknown,men,,men of gondor (house of anárion),,,,,,unnamed wife,,,,,male,,,,,,,,,,,,,,,,,,,,
403,Mahud,b'https://lotr.fandom.com/wiki/Mahud',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Forthwini,b'https://lotr.fandom.com/wiki/Forthwini',Forthwini,lord of the northmen,mid third age ?,ta 1944 ?,men,,northmen,,,,,,"unknown, but possible since he had descendants",,,,,male,,,,,,,,,,,,,,,,,,,,
405,E%C3%A4rendur_(Lord_of_And%C3%BAni%C3%AB),b'https://lotr.fandom.com/wiki/E%C3%A4rendur_(Lord_of_And%C3%BAni%C3%AB)',Eärendur,lord of andúnië,late second age?,late second age?,men,,"númenóreans (house of elros), the faithful",,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,
